title,release_date,rating,director,writer,genres,runtime,original_language,budget,revenue
The Bridge Curse: Ritual,13/10/2023 (TW),61,Lester Hsi,Po-Hsiang Hao,Korku,1h 41m,Çince,-,-
,22/06/1966 (US),77,Mike Nichols,Edward Albee,Dram,2h 11m,İngilizce,"$7,500,000.00","$33,736,689.00"
Stepford Kadınları,10/06/2004 (US),57,Frank Oz,,"Komedi,Bilim-Kurgu,Korku",1h 33m,İngilizce,"$90,000,000.00","$102,000,000.00"
Sınırları Aşmak,14/04/2011 (TR),75,James Mangold,James Mangold,"Dram,Müzik,Romantik",2h 16m,İngilizce,"$28,000,000.00","$186,800,000.00"
Binbaşı Dundee,07/04/1965 (US),66,Sam Peckinpah,,"Vahşi Batı,Savaş",2h 5m,İngilizce,"$3,800,000.00","$14,873.00"
Scars of Dracula,08/11/1970 (GB),60,Roy Ward Baker,,Korku,1h 36m,İngilizce,"$478,375.00",-
,07/01/2022 (TR),70,José Zelada,Jason Cleveland,"Macera,Animasyon,Aile,Fantastik",1h 24m,İngilizce,"$10,000,000.00","$10,237,061.00"
Showroom,11/11/2022 (PH),45,Carlo Obispo,Carlo Obispo,"Dram,Gerilim",1h 52m,Tagalog,-,-
"Benim Babam, Benim Oğlum",28/09/2013 (JP),77,Hirokazu Kore-eda,,Dram,2h,Japonca,-,"$19,978,961.00"
Kaina of the Great Snow Sea: Star Sage,13/10/2023 (JP),57,Hiroaki Ando,,"Animasyon,Fantastik",1h 40m,Japonca,-,-
,09/10/2018 (TR),62,Panos Cosmatos,,"Fantastik,Aksiyon,Korku",2h 1m,İngilizce,"$6,000,000.00","$1,653,784.00"
Sana Uygun,23/02/2018 (GB),71,Richard Loncraine,Meg Leonard,"Komedi,Dram,Aile,Müzik,Romantik",1h 51m,İngilizce,"$7,154,497.00","$15,500,000.00"
Donma Noktası,29/01/2021 (ES),64,Lluís Quílez,Lluís Quílez,"Aksiyon,Suç,Gerilim",1h 46m,İspanyolca; Kastilyaca,-,-
Kurtlar,14/11/2014 (US),59,David Hayter,,"Korku,Aksiyon",1h 30m,İngilizce,"$18,000,000.00",-
Dracula 2000,22/12/2000 (US),52,Patrick Lussier,,"Gerilim,Korku,Aksiyon,Fantastik",1h 38m,İngilizce,"$28,000,000.00","$47,053,625.00"
M - Bir Şehir Katilini Arıyor,11/05/1931 (DE),81,Fritz Lang,Egon Jacobson,"Dram,Gerilim,Suç",1h 51m,Almanca,-,"$35,274.00"
Allan Quatermain ve Kayıp Şehir,18/12/1986 (US),47,Gary Nelson,,"Macera,Aksiyon,Komedi,Gizem",1h 39m,İngilizce,-,"$3,751,285.00"
Cizvit,27/05/2022 (US),52,Alfonso Pineda Ulloa,,"Aksiyon,Gizem,Gerilim",1h 45m,İngilizce,-,"$108,738.00"
Gold Rush Maisie,26/07/1940 (US),65,Edwin L. Marin,,"Komedi,Dram",1h 22m,İngilizce,-,-
Kırmızılı Kadın,15/08/1984 (US),62,Gene Wilder,Gene Wilder,"Komedi,Romantik",1h 27m,İngilizce,"$9,000,000.00","$25,300,000.00"
Masallar Prensi,23/11/1994 (US),64,Joe Johnston,,"Aile,Fantastik,Animasyon",1h 15m,İngilizce,"$27,000,000.00","$13,670,688.00"
,24/06/2016 (US),73,John Schultz,Tiffany Paulsen,"TV film,Macera,Aile,Komedi",1h 35m,İngilizce,"$9,000,000.00",-
,25/08/2017 (US),65,Justin Chadwick,,"Dram,Romantik",1h 47m,İngilizce,"$25,000,000.00","$9,204,549.00"
,09/11/2007 (US),62,Franck Khalfoun,,"Korku,Gerilim",1h 38m,İngilizce,"$3,500,000.00","$7,766,240.00"
,14/12/1961 (US),69,Anthony Mann,,"Aksiyon,Dram,Tarih,Romantik,Savaş",3h 2m,İngilizce,"$6,250,000.00",-
Kötüler,20/09/2019 (US),62,Robert Olsen,Robert Olsen,"Komedi,Korku,Gerilim",1h 30m,İngilizce,-,-
,30/06/2020 (US),78,Daniel Chong,Daniel Chong,"Animasyon,Macera,Aile,Komedi,TV film",1h 9m,İngilizce,-,-
God's Not Dead,21/03/2014 (US),60,Harold Cronk,Cary Solomon,Dram,1h 53m,İngilizce,"$17,000,000.00","$29,789,000.00"
Mickey'den Yılbaşı Hikayeleri,09/11/2004 (US),70,Peggy Holmes,Robin Kingsland,"Animasyon,Aile",1h 8m,İngilizce,"$10,000,000.00",-
Escobar: Kayıp Cennet,11/10/2014 (US),63,Andrea Di Stefano,,"Gerilim,Romantik",2h,İngilizce,"$17,000,000.00","$3,758,328.00"
,03/11/2006 (JP),70,Shusuke Kaneko,,"Fantastik,Gerilim,Gizem",2h 20m,Japonca,"$17,000,000.00","$47,919,757.00"
,09/09/1964 (FR),71,Jean Girault,,Komedi,1h 29m,Fransızca,-,-
Kefernahum,06/10/2018 (TR),82,Nadine Labaki,Nadine Labaki,Dram,2h 6m,Arapça,"$4,000,000.00","$64,978,931.00"
Haklı İntikam,29/03/2002 (KR),75,Park Chan-wook,,"Aksiyon,Dram,Gerilim",2h 9m,Korece,"$4,000,000.00","$1,954,937.00"
Frank and Penelope,03/06/2022 (US),74,Sean Patrick Flanery,Sean Patrick Flanery,"Gerilim,Korku,Suç",1h 52m,İngilizce,-,-
,18/05/1938 (FR),74,Marcel Carné,,"Romantik,Dram,Suç",1h 33m,Fransızca,-,-
22 vs. Earth,30/04/2021 (US),70,Kevin Nolting,Josh Cooley,"Aile,Komedi,Fantastik,Animasyon",9m,İngilizce,-,-
Davetsiz Misafirler,24/02/2015 (US),55,Adam Massey,Jason Juravic,Gerilim,1h 32m,İngilizce,-,-
Korkusuzlar,30/09/2011 (US),76,Alex Kendrick,Alex Kendrick,Dram,2h 9m,İngilizce,"$1,000,000.00","$35,690,739.00"
Eğer,19/12/1968 (GB),71,Lindsay Anderson,John Howlett,Dram,1h 52m,İngilizce,-,"$500,000.00"
Furious,30/11/2017 (RU),61,Dzhanik Fayziev,Dmitriy Paltsev,"Fantastik,Aksiyon,Macera",1h 57m,Rusça,"$5,610,000.00","$10,657,499.00"
Bedknobs ve Süpürgeler,07/10/1971 (US),70,Robert Stevenson,,"Macera,Fantastik,Komedi,Aile,Müzik,Animasyon",1h 57m,İngilizce,"$20,000,000.00","$17,900,000.00"
Şeytan Tohumu,07/04/1977 (US),59,Donald Cammell,,"Korku,Bilim-Kurgu",1h 34m,İngilizce,-,-
Romantik Katil,11/04/1997 (US),69,George Armitage,,"Aksiyon,Komedi,Gerilim,Romantik",1h 47m,İngilizce,"$15,000,000.00","$31,100,000.00"
Kemiklerin Mirası,05/12/2019 (ES),66,Fernando González Molina,Luiso Berdejo,"Gerilim,Suç",2h 1m,İspanyolca; Kastilyaca,-,-
,21/05/2024 (US),0,Frank Marshall,Mark Monroe,"Belgesel,Müzik",1h 53m,İngilizce,-,-
American Horror House,13/10/2012 (US),62,Darin Scott,Anthony C. Ferrante,Korku,1h 25m,İngilizce,-,-
Parti Kraliçesi,11/05/2018 (US),61,Ben Falcone,Ben Falcone,Komedi,1h 45m,İngilizce,"$30,000,000.00","$61,700,416.00"
Zum: Süper Kahraman Akademisi,11/08/2006 (US),53,Peter Hewitt,,"Aile,Komedi,Macera,Aksiyon,Bilim-Kurgu",1h 23m,İngilizce,"$75,600,000.00","$12,506,188.00"
Huesera: The Bone Woman,23/02/2023 (MX),58,Michelle Garza Cervera,Michelle Garza Cervera,"Dram,Korku,Gizem",1h 37m,İspanyolca; Kastilyaca,-,-
Selena,21/03/1997 (US),77,Gregory Nava,,"Dram,Müzik,Tarih",2h 7m,İngilizce,"$20,000,000.00","$60,000,000.00"
,26/07/2023 (KR),65,Ryoo Seung-wan,Ryoo Seung-wan,"Suç,Aksiyon",2h 9m,Korece,-,-
Harold ve Kumar 2,25/04/2008 (US),63,Jon Hurwitz,,"Komedi,Macera",1h 41m,İngilizce,"$12,000,000.00","$43,493,123.00"
Lord Jim,25/02/1965 (US),68,Richard Brooks,Richard Brooks,"Macera,Dram,Romantik",2h 34m,İngilizce,-,-
Ejderin Doğuşu,25/08/2017 (US),57,George Nolfi,,"Aksiyon,Dram",1h 43m,İngilizce,"$31,000,000.00","$7,125,027.00"
Mafya Anası,14/04/2023 (US),61,Catherine Hardwicke,,"Komedi,Suç,Aksiyon",1h 41m,İngilizce,"$41,000,000.00","$3,900,000.00"
,09/02/1980 (HK),69,Jackie Chan,,"Aksiyon,Komedi",1h 47m,Cantonese,-,-
"Alexander ve Felaket, Korkunç, Berbat, Çok Kötü Bir Gün",10/10/2014 (US),62,Miguel Arteta,,"Aile,Komedi",1h 21m,İngilizce,"$28,000,000.00","$100,654,149.00"
,13/01/2006 (US),74,James Gartner,Christopher Cleveland,"Dram,Tarih",1h 58m,İngilizce,-,"$42,647,449.00"
Tehlikeli Tür 3,26/11/2004 (US),52,Brad Turner,,"Bilim-Kurgu,Aksiyon,Korku",1h 51m,İngilizce,-,-
,20/12/2013 (US),57,Reinhard Klooss,Reinhard Klooss,"Animasyon,Aksiyon,Macera,Aile",1h 34m,İngilizce,-,"$44,095,996.00"
Bayan Potter,29/12/2006 (US),66,Chris Noonan,"Richard Maltby, Jr.","Dram,Aile,Romantik",1h 32m,İngilizce,"$30,000,000.00","$35,078,241.00"
Geçmişin İzleri,02/12/2013 (AU),69,Jonathan Teplitzky,,"Dram,Tarih",1h 56m,İngilizce,"$18,000,000.00","$24,174,885.00"
"2025: Blood, White & Blue",01/07/2022 (US),43,Josh E. Williams,Josh E. Williams,"Korku,Aksiyon,Komedi",2h 15m,İngilizce,-,-
Dogtown'ın Lordları,03/06/2005 (US),71,Catherine Hardwicke,Stacy Peralta,Dram,1h 47m,İngilizce,"$25,000,000.00","$13,400,000.00"
,25/10/2013 (GB),59,John Crowley,,"Gizem,Dram,Suç,Gerilim",1h 36m,İngilizce,-,"$5,750,401.00"
Ball Red Daughter-in-law,16/10/2020 (KR),43,Choi Sung-eun,,Dram,1h 11m,Korece,-,-
A Better Tomorrow,02/08/1986 (HK),74,John Woo,,"Aksiyon,Suç,Dram",1h 35m,Çince,-,"$4,469,460.00"
Swapping: My Friend's Wife 2,19/07/2018 (KR),0,Yoo Hae-jong,,Romantik,1h 10m,Korece,-,-
Freaks,13/09/2019 (CA),68,Zach Lipovsky,Zach Lipovsky,"Bilim-Kurgu,Dram,Gizem",1h 45m,İngilizce,"$2,000.00","$368,410.00"
Öteki Dünya,22/10/2010 (US),61,Clint Eastwood,,"Dram,Fantastik",2h 9m,İngilizce,"$50,000,000.00","$107,000,000.00"
,30/01/2019 (FR),59,Philippe de Chauveron,,Komedi,1h 39m,Fransızca,"$18,500,000.00","$87,761,857.00"
The Greatest Beer Run Ever,30/09/2022 (US),76,Peter Farrelly,,"Dram,Komedi,Savaş",2h 6m,İngilizce,"$2,800,000.00",-
Sessiz ve Derinden,28/06/2002 (TR),64,Kevin Smith,,Komedi,1h 44m,İngilizce,"$22,000,000.00","$33,788,161.00"
One Piece Movie 2: Nejimaki-jima no Daibouken,03/03/2001 (JP),69,Junji Shimizu,,"Aksiyon,Animasyon,Macera",1h,Japonca,-,-
Pan-dola,07/12/2016 (KR),75,Park Jung-woo,Park Jung-woo,"Gerilim,Dram,Aksiyon",2h 16m,Korece,"$13,938,145.00","$30,169,000.00"
Wanted Man,19/01/2024 (US),64,Dolph Lundgren,Dolph Lundgren,"Aksiyon,Gerilim",1h 25m,İngilizce,-,-
Katil Balina,17/09/1978 (TR),61,Michael Anderson,,"Korku,Gerilim",1h 35m,İngilizce,"$17,500,000.00","$14,717,854.00"
Laapataa Ladies,26/04/2024 (TR),79,Kiran Rao,Sneha Desai,"Komedi,Dram",2h 6m,Hintçe,-,-
Görev Mars,06/10/2000 (TR),60,Brian De Palma,,"Bilim-Kurgu,Macera,Gizem",1h 54m,İngilizce,"$90,000,000.00","$60,900,000.00"
Mutlu Yıllar,13/11/2015 (US),60,Jessie Nelson,,"Dram,Komedi,Aile",1h 47m,İngilizce,"$17,000,000.00","$42,426,912.00"
"Greystoke: The Legend of Tarzan, Lord of the Apes",30/03/1984 (US),63,Hugh Hudson,Robert Towne,"Macera,Dram,Aksiyon,Romantik",2h 23m,İngilizce,-,"$45,858,563.00"
Mona Lisa Gülüşü,19/12/2003 (US),69,Mike Newell,,"Dram,Tarih,Romantik",1h 57m,İngilizce,"$65,000,000.00",-
Üç Tanıdık Yabancı,29/06/2018 (US),74,Tim Wardle,,Belgesel,1h 36m,İngilizce,-,"$1,041,955.00"
Sihirbazın Fili,17/03/2023 (AU),69,Wendy Rogers,,"Animasyon,Macera,Aile,Fantastik,Komedi",1h 39m,İngilizce,-,-
,25/02/2005 (US),57,Stephen Herek,,"Komedi,Aksiyon",1h 40m,İngilizce,"$40,000,000.00","$21,577,624.00"
Mutlu Beraberlik,30/05/1997 (HK),76,Wong Kar-wai,Wong Kar-wai,"Dram,Romantik",1h 36m,Cantonese,"$125,000.00","$5,000,000.00"
Donmak,05/02/2010 (US),60,Adam Green,Adam Green,Gerilim,1h 33m,İngilizce,-,"$3,065,860.00"
Blue's Big City Adventure,18/11/2022 (US),72,Matt Stawski,Angela Santomero,"Aile,Macera,Müzik,Animasyon,Komedi",1h 14m,İngilizce,-,-
Büyük İkramiye,16/11/2022 (TH),68,Prueksa Amaruji,,"Suç,Komedi",1h 46m,Taylandça,-,-
Sexy Beast,12/01/2001 (GB),70,Jonathan Glazer,,"Suç,Dram,Gerilim",1h 29m,İngilizce,"$5,000,000.00",-
,24/10/2008 (SE),75,Tomas Alfredson,John Ajvide Lindqvist,"Korku,Dram",1h 54m,İsveçce,"$4,000,000.00","$10,785,801.00"
Captain Kidd,22/11/1945 (US),60,Rowland V. Lee,,"Aksiyon,Macera,Tarih",1h 29m,İngilizce,-,-
Sindirella ve Sevimli Arkadaşları,06/05/2022 (US),54,Alice Blehart,,"Animasyon,Fantastik,Dram",1h 31m,İngilizce,-,-
Porky's,19/03/1982 (CA),64,Bob Clark,Bob Clark,Komedi,1h 34m,İngilizce,"$4,000,000.00","$125,700,000.00"
,23/04/2016 (JP),75,Tetsuya Yanagisawa,,"Animasyon,Dram,Romantik",1h 3m,Japonca,-,-
House on Haunted Hill,17/02/1959 (US),68,William Castle,Robb White,"Korku,Gizem",1h 15m,İngilizce,"$200,000.00",-
Uzay Yürüyüsü,06/04/2017 (RU),71,Dmitry Kiselev,,"Macera,Dram,Tarih,Gerilim",2h 20m,Rusça,"$7,075,038.00","$9,868,942.00"
,29/09/2017 (US),53,Rick Bieber,Rick Bieber,"Korku,Gerilim",1h 41m,İngilizce,-,-
Liebes Lager,24/12/1976 (IT),23,Lorenzo Gicca Palli,Lorenzo Gicca Palli,"Savaş,Dram,Gerilim",1h 43m,İtalyanca,-,-
Günışığı,06/12/1996 (US),61,Rob Cohen,,"Aksiyon,Macera,Gerilim",1h 55m,İngilizce,"$80,000,000.00","$159,212,469.00"
Dokuz,25/12/2009 (US),55,Rob Marshall,,"Dram,Müzik,Romantik",1h 59m,İngilizce,"$80,000,000.00","$53,825,515.00"
Kara Kedi,07/05/1934 (US),67,Edgar G. Ulmer,,Korku,1h 5m,İngilizce,"$95,745.00","$236,000.00"
Onun Hakkında Her Şey,04/09/2009 (TR),49,Phil Traill,Kim Barker,Komedi,1h 39m,İngilizce,"$15,000,000.00","$40,105,542.00"
,09/12/1997 (US),62,Charles Grosvenor,,"Animasyon,Aile,Macera",1h 14m,İngilizce,-,-
,23/02/1996 (GB),74,Ang Lee,,"Dram,Romantik",2h 16m,İngilizce,"$16,000,000.00","$134,582,776.00"
Colossal,07/04/2017 (US),63,Nacho Vigalondo,Nacho Vigalondo,"Dram,Fantastik,Bilim-Kurgu",1h 49m,İngilizce,-,"$3,029,287.00"
,09/10/1997 (HK),56,Lam Yee Hung,,"Tarih,Romantik",1h 32m,Cantonese,-,-
Fi Tarihi,19/06/2009 (US),49,Harold Ramis,,"Komedi,Macera",1h 37m,İngilizce,"$60,000,000.00","$62,357,900.00"
Seçkin Tetikçiler,01/11/2011 (AU),63,Gary McKendry,,"Aksiyon,Macera,Gerilim",1h 56m,İngilizce,"$66,000,000.00","$57,777,106.00"
,11/09/2019 (KR),68,Son Yong-ho,Han Jung-hoon,"Aksiyon,Suç",1h 54m,Korece,-,-
Git,09/04/1999 (US),69,Doug Liman,John August,"Suç,Komedi,Gerilim",1h 38m,İngilizce,"$6,500,000.00","$28,451,622.00"
,01/12/1995 (TR),70,Jon Turteltaub,,"Romantik,Komedi",1h 43m,İngilizce,"$17,000,000.00","$182,100,000.00"
Boys State,24/01/2020 (US),71,Jesse Moss,,Belgesel,1h 50m,İngilizce,-,-
Uzun Kuyruk,04/04/2012 (FR),53,Alain Chabat,Alain Chabat,"Aile,Macera,Komedi",1h 45m,Fransızca,"$50,000,000.00","$50,100,000.00"
Ateşli Gençlik,20/02/2009 (US),61,Will Gluck,Will Gluck,Komedi,1h 30m,İngilizce,"$20,000,000.00","$18,599,102.00"
Warlock,10/06/1959 (US),67,Edward Dmytryk,,Vahşi Batı,2h 2m,İngilizce,"$2,400,000.00","$1,700,000.00"
Kara Koyun,29/03/2007 (NZ),58,Jonathan King,,"Korku,Komedi",1h 23m,İngilizce,-,"$5,000,000.00"
The Passenger,04/08/2023 (US),60,Carter Smith,Jack Stanley,"Suç,Dram,Gerilim,Korku",1h 38m,İngilizce,-,-
Kayıp Çocuklar Şehri,17/08/1995 (DE),73,Jean-Pierre Jeunet,,"Fantastik,Bilim-Kurgu,Macera",1h 48m,Fransızca,"$18,000,000.00","$1,738,611.00"
Empire of Dreams: The Story of the Star Wars Trilogy,12/09/2004 (US),77,Edith Becker,Ed Singer,Belgesel,2h 31m,İngilizce,-,-
Clock,28/03/2023 (US),56,Alexis Jacknow,,"Korku,Gerilim",1h 32m,İngilizce,-,-
Korku Bayramı 2,01/07/2002 (US),46,Rick Rosenthal,,"Korku,Gerilim",1h 34m,İngilizce,"$13,000,000.00","$37,700,000.00"
The Comeback Trail,23/07/2021 (US),59,George Gallo,George Gallo,"Komedi,Suç",1h 43m,İngilizce,"$25,000,000.00",-
Şeytanın Günü,28/01/2000 (TR),61,Peter Hyams,Andrew W. Marlowe,"Aksiyon,Korku,Fantastik",2h 1m,İngilizce,"$100,000,000.00","$212,000,000.00"
Tristan ve Isolde (2006),21/04/2006 (GB),67,Kevin Reynolds,Dean Georgaris,"Dram,Romantik",2h 5m,İngilizce,"$31,000,000.00","$28,000,000.00"
One Piece Movie 1,04/03/2000 (JP),71,Junji Shimizu,Michiru Shimada,"Aksiyon,Animasyon,Macera,Komedi,Fantastik",51m,Japonca,-,-
,21/01/1995 (HK),68,Stanley Tong,Edward Tang,"Suç,Aksiyon,Komedi,Gerilim",1h 44m,Cantonese,"$7,500,000.00","$32,400,000.00"
Pocahontas II: Yeni Bir Dünyaya Yolculuk,25/08/1998 (US),55,Tom Ellery,,"Aile,Macera,Animasyon,Romantik",1h 12m,İngilizce,-,-
Evrenin Askerleri 4: Geri Dönüş,20/08/1999 (US),59,Mic Rodgers,,"Aksiyon,Bilim-Kurgu",1h 22m,İngilizce,"$33,500,000.00","$10,700,000.00"
,18/06/2003 (FR),67,Alexandre Aja,Alexandre Aja,"Korku,Gerilim,Gizem",1h 30m,Fransızca,-,"$6,291,958.00"
Sınav,19/06/2009 (GB),67,Stuart Hazeldine,,"Gerilim,Gizem",1h 41m,İngilizce,"$600,000.00","$394,717.00"
Zehir,16/09/2005 (US),55,Jim Gillespie,,"Korku,Gerilim",1h 25m,İngilizce,-,"$881,779.00"
,03/11/1933 (US),75,James Whale,Preston Sturges,"Korku,Bilim-Kurgu",1h 11m,İngilizce,"$328,000.00",-
Ofis Ayaklanması,19/06/2018 (US),53,Lin Oeding,Ian Shorr,"Komedi,Korku,Aksiyon",1h 32m,İngilizce,"$2,500,000.00","$165,623.00"
,08/02/2019 (TR),78,Florian Henckel von Donnersmarck,,"Dram,Romantik,Tarih",3h 8m,Almanca,-,"$4,831,836.00"
Flesh Gordon,30/07/1974 (US),48,Michael Benveniste,,"Komedi,Bilim-Kurgu",1h 30m,İngilizce,"$700,000.00",-
Son Birlik,17/08/2007 (US),56,Doug Lefler,,"Aksiyon,Macera,Fantastik,Savaş",1h 42m,İngilizce,"$67,000,000.00","$25,303,038.00"
Şeker Çocuk,07/02/2020 (TR),71,Alma Har'el,,Dram,1h 34m,İngilizce,"$3,500,000.00","$3,400,977.00"
,11/04/2023 (US),45,Brandon Slagle,,"Aksiyon,Gerilim",1h 25m,İngilizce,-,-
Evlat,25/11/2022 (US),67,Florian Zeller,,Dram,2h 3m,İngilizce,-,"$3,564,844.00"
Çin Destanı Bölüm Bir: Pandora'nın Kutusu,21/01/1995 (HK),76,Jeff Lau Chun-Wai,Jeff Lau Chun-Wai,"Aksiyon,Macera,Fantastik,Komedi,Romantik",1h 28m,Cantonese,-,"$3,237,520.00"
Çiftlik Aşkım,27/03/2024 (TR),51,Bartosz Prokopowicz,Katarzyna Golenia,"Romantik,Komedi",1h 52m,Lehçe,-,-
İdam Sehpası,29/01/1958 (FR),76,Louis Malle,,"Suç,Dram,Gerilim",1h 31m,Fransızca,-,"$263,404.00"
Sentinelle,27/08/2023 (FR),53,Hugo Benamozig,,"Aksiyon,Komedi,Suç",1h 38m,Fransızca,"$5,000,000.00",-
Nil'in İncisi,04/12/1985 (US),62,Lewis Teague,,"Macera,Aksiyon,Komedi,Romantik",1h 46m,İngilizce,"$25,000,000.00","$96,800,000.00"
,26/12/1955 (US),71,Otto Preminger,,"Dram,Suç",1h 59m,İngilizce,"$1,000,000.00","$4,350,000.00"
Ölüm Yarışı 2050,17/01/2017 (US),43,G.J. Echternkamp,G.J. Echternkamp,"Aksiyon,Komedi,Bilim-Kurgu",1h 33m,İngilizce,-,-
Soyunuk,19/06/2015 (GB),56,Colin Kennedy,Ewan Morrison,"Romantik,Dram",1h 27m,İngilizce,-,-
Intihar Timi : Cehennemin Bedeli,23/03/2018 (US),71,Sam Liu,Alan Burnett,"Bilim-Kurgu,Aksiyon,Animasyon",1h 26m,İngilizce,-,-
Heavyweights,17/02/1995 (US),61,Steven Brill,Steven Brill,"Aile,Komedi",1h 40m,İngilizce,"$10,000,000.00","$17,700,000.00"
Resmi Sırlar,03/01/2020 (TR),72,Gavin Hood,,"Gerilim,Tarih,Dram",1h 52m,İngilizce,-,-
Mississippi Yanıyor,08/12/1988 (US),77,Alan Parker,,"Dram,Suç",2h 8m,İngilizce,"$15,000,000.00","$34,604,000.00"
,01/01/1974 (IT),76,Mario Bava,,"Suç,Gerilim",1h 36m,İtalyanca,-,-
The Turning,24/01/2020 (US),58,Floria Sigismondi,,"Korku,Gerilim",1h 34m,İngilizce,"$14,000,000.00","$19,428,166.00"
Hesaplaşma,05/03/2004 (TR),62,John Woo,,"Aksiyon,Macera,Gizem,Bilim-Kurgu,Gerilim",1h 59m,İngilizce,"$60,000,000.00","$95,427,515.00"
Ophelia,22/11/2019 (GB),72,Claire McCarthy,,"Dram,Romantik,Tarih",1h 54m,İngilizce,"$12,000,000.00","$242,115.00"
"The Tunnel to Summer, the Exit of Goodbyes",09/09/2022 (JP),79,Tomohisa Taguchi,,"Animasyon,Dram,Romantik,Fantastik",1h 23m,Japonca,-,"$872,000.00"
,26/07/2019 (KR),44,Kim Tae-Soo,,Romantik,1h 10m,Korece,-,-
The Club of Ugly Children,09/10/2019 (NL),65,Jonathan Elbers,Jeroen Margry,"Aksiyon,Macera,Aile,Bilim-Kurgu",1h 31m,Felemenkçe; Flamanca,-,"$897,441.00"
Kopya Cinayetleri,27/10/1995 (US),65,Jon Amiel,,"Gerilim,Suç,Gizem",2h 4m,İngilizce,"$20,000,000.00","$32,000,000.00"
Eye of the Beholder,28/01/2000 (US),50,Stephan Elliott,,"Gizem,Gerilim",1h 49m,İngilizce,"$15,000,000.00","$17,589,705.00"
Roar,12/11/1981 (US),59,Noel Marshall,Noel Marshall,"Macera,Komedi,Gerilim",1h 42m,İngilizce,"$17,000,000.00","$2,000,000.00"
Scars,16/09/2005 (MX),73,Paco del Toro,Paco del Toro,Dram,1h 45m,İspanyolca; Kastilyaca,-,-
Ejder Yuvası: Savaşçı'nın Şafağı,20/05/2014 (CN),76,Yuefeng Song,Bill Borden,"Fantastik,Animasyon",1h 28m,Çince,"$40,000,000.00",-
Cemetery Man,25/03/1994 (IT),69,Michele Soavi,Gianni Romoli,"Komedi,Korku",1h 43m,İtalyanca,"$4,000,000.00",-
,03/02/2023 (US),65,Kyle Marvin,,"Komedi,Dram",1h 38m,İngilizce,"$28,000,000.00","$29,637,811.00"
Hep Seni Düşünüyorum,10/07/2009 (US),60,Chris Columbus,,"Komedi,Romantik",1h 42m,İngilizce,"$18,000,000.00","$15,300,000.00"
Bir Şirket Komedisi,02/09/1994 (GB),71,Ethan Coen,Ethan Coen,"Komedi,Dram",1h 51m,İngilizce,"$25,000,000.00","$2,800,000.00"
Nightwatch,17/04/1998 (US),60,Ole Bornedal,,"Dram,Korku,Gizem,Gerilim",1h 42m,İngilizce,"$10,000,000.00","$1,179,002.00"
Avukat,05/10/2007 (US),68,Tony Gilroy,Tony Gilroy,"Dram,Gerilim,Suç",1h 59m,İngilizce,"$25,000,000.00","$92,991,835.00"
,15/11/2013 (TR),79,Özcan Deniz,Avni Tuna Dilligil,"Dram,Romantik",1h 53m,Türkçe,-,-
The Cave,07/10/2005 (TR),54,Bruce Hunt,,"Aksiyon,Macera,Korku,Gerilim",1h 37m,İngilizce,"$30,000,000.00","$33,296,457.00"
Promare,24/05/2019 (JP),70,Hiroyuki Imaishi,,"Animasyon,Aksiyon,Bilim-Kurgu",1h 51m,Japonca,-,-
Kara Noel,13/12/2019 (US),46,Sophia Takal,Sophia Takal,"Korku,Gizem,Gerilim",1h 32m,İngilizce,"$5,000,000.00","$18,500,000.00"
,27/07/2012 (GB),79,Malik Bendjelloul,Malik Bendjelloul,"Müzik,Belgesel",1h 26m,İngilizce,"$1,000,000.00","$3,696,196.00"
Universal Language,18/05/2024 (FR),0,Matthew Rankin,Matthew Rankin,Dram,1h 29m,Farsça,-,-
Beauty Salon: Special Service,29/12/2016 (KR),63,Lee Ri-dan,,"Romantik,Dram",1h 21m,Korece,-,-
The Adderall Diaries,15/04/2016 (US),54,Pamela Romanowsky,,"Gerilim,Romantik",1h 27m,İngilizce,-,"$15,364.00"
Hard Days,19/05/2023 (JP),65,Michihito Fujii,,"Gerilim,Suç,Aksiyon,Dram",1h 58m,Japonca,-,-
Kan ve Altın,26/05/2023 (TR),66,Peter Thorwarth,Stefan Barth,"Aksiyon,Dram,Savaş",1h 38m,Almanca,-,-
Gerçek Efsaneler 2,10/11/2000 (TR),49,John Ottman,,"Korku,Gizem,Gerilim",1h 38m,İngilizce,"$14,000,000.00","$38,574,362.00"
Fesat Kuzenler,19/11/1980 (FR),59,David Hamilton,Pascal Lainé,"Dram,Romantik",1h 32m,Fransızca,-,-
,20/09/2010 (US),61,Oliver Stone,Oliver Stone,"Dram,Suç",2h 13m,İngilizce,"$70,000,000.00","$134,748,021.00"
Decoy,14/09/1946 (US),59,Jack Bernhard,,"Suç,Gerilim",1h 16m,İngilizce,-,-
Woonjunsa Taksi,02/08/2017 (KR),81,Jang Hoon,Eom Yu-na,"Aksiyon,Dram,Tarih",2h 18m,Korece,"$12,820,005.00","$81,927,980.00"
Koca Bebek Joe,25/12/1998 (US),62,Ron Underwood,,"Macera,Aile,Aksiyon,Fantastik",1h 54m,İngilizce,"$90,000,000.00",-
Deathstalker II,11/11/1987 (US),58,Jim Wynorski,,"Aksiyon,Macera,Komedi,Fantastik",1h 25m,İngilizce,-,-
İnan Bana: Lisa McVey Olayı,30/09/2018 (US),81,Jim Donovan,Christina Welsh,"Dram,TV film",1h 28m,İngilizce,-,-
